source_file,source_row,reject_reason,response_id,survey_id,respondent_name,respondent_email,started_at,completed_at,status,rating,duration_seconds,channel,free_text
responses.csv,662,duplicate_respondent_in_survey,24449,5,Arjun Patel,arjun.patel208@example.com,24/07/2026 20:52:16,24/07/2026 21:09:35,partial,2,1039,,
responses.csv,705,duplicate_respondent_in_survey,35100,10,Amit Patel,amit.patel933@example.com,24/02/2026 20:00:09,,abandoned,4,685,sms,
responses.csv,793,duplicate_respondent_in_survey,38362,12,Ananya Patel,ananya.patel27@example.com,10/01/2026 22:28:05,,started,3,1279,email,
responses.csv,855,duplicate_respondent_in_survey,22879,5,Rohit Khan,rohit.khan850@example.com,17/02/2026 08:14:33,17/02/2026 08:32:37,Partial,5,1084,kiosk,
responses.csv,885,duplicate_respondent_in_survey,24146,5,Nisha Bose,nisha.bose210@example.com,16/07/2026 16:14:02,,abandoned,2,1538,whatsapp,
responses.csv,967,duplicate_respondent_in_survey,16437,5,Meera Gupta,meera.gupta553@example.com,22/06/2026 08:25:37,,abandoned,2,1555,email,
responses.csv,968,duplicate_respondent_in_survey,23494,5,Ananya Nair,ananya.nair645@example.com,13/05/2026 07:46:51,,started,N/A,936,kiosk,
responses.csv,987,duplicate_respondent_in_survey,37118,12,Karan Desai,karan.desai346@example.com,18/06/2026 13:11:25,,abandoned,3,174,kiosk,
responses.csv,1005,duplicate_respondent_in_survey,27979,5,Vikram Kulkarni,vikram.kulkarni897@example.com,12/07/2026 03:11:04,12/07/2026 03:16:13,Partial,,309,sms,
responses.csv,1006,duplicate_respondent_in_survey,12254,4,Sanjay Chatterjee,sanjay.chatterjee562@example.com,10/04/2026 17:21:16,,abandoned,3,403,kiosk,
responses.csv,1063,duplicate_respondent_in_survey,16272,4,Ananya Khan,ananya.khan696@example.com,07/07/2026 23:16:29,,started,2,503,,
responses.csv,1173,duplicate_respondent_in_survey,6407,3,Amit Rao,amit.rao82@example.com,13/01/2026 05:15:16,13/01/2026 05:41:41,Completed,4,1585,email,
responses.csv,1214,duplicate_respondent_in_survey,20403,5,Karan Reddy,karan.reddy28@example.com,11/02/2026 12:41:11,11/02/2026 12:52:18,COMPLETED,2,667,kiosk,
responses.csv,1254,duplicate_respondent_in_survey,10775,3,Pooja Desai,pooja.desai191@example.com,20/05/2026 19:16:48,,abandoned,3,1685,,
responses.csv,1267,duplicate_respondent_in_survey,10858,3,Meera Nair,meera.nair71@example.com,08/02/2026 01:22:30,08/02/2026 01:49:01,Partial,3,1591,whatsapp,
responses.csv,1278,duplicate_respondent_in_survey,18738,5,Arjun Patel,arjun.patel434@example.com,17/01/2026 03:47:29,17/01/2026 04:11:58,completed,1,1469,whatsapp,
responses.csv,1310,duplicate_respondent_in_survey,8560,3,Ananya Reddy,ananya.reddy814@example.com,07/01/2026 01:47:05,07/01/2026 02:04:55,Partial,1,1070,sms,
responses.csv,1350,duplicate_respondent_in_survey,10818,3,Sanjay Khan,sanjay.khan909@example.com,24/02/2026 15:12:25,24/02/2026 15:14:20,COMPLETED,5,115,email,
responses.csv,1365,duplicate_respondent_in_survey,23580,5,Meera Menon,meera.menon724@example.com,22/02/2026 11:28:30,22/02/2026 11:57:17,COMPLETED,5,1727,sms,
responses.csv,1499,duplicate_respondent_in_survey,23089,5,Rahul Patel,rahul.patel422@example.com,29/04/2026 11:34:37,,started,,705,kiosk,
responses.csv,1510,duplicate_respondent_in_survey,30478,7,Kavya Kulkarni,kavya.kulkarni627@example.com,08/06/2026 15:58:53,08/06/2026 16:04:34,Partial,1,341,kiosk,
responses.csv,1540,duplicate_respondent_in_survey,24799,5,Rohit Menon,rohit.menon778@example.com,13/06/2026 18:44:52,,abandoned,,666,whatsapp,
responses.csv,1568,unparseable_started_at; unparseable_completed_at; completed_without_completion_time,900006,5,Rahul Nair,rahul.nair@example.com,29/02/2023 10:00:00,29/02/2023 10:20:00,completed,4,1200,email,
responses.csv,1614,duplicate_respondent_in_survey,25520,5,Rahul Fernandes,rahul.fernandes164@example.com,23/04/2026 18:53:43,23/04/2026 18:56:08,COMPLETED,3,145,whatsapp,
responses.csv,1652,duplicate_respondent_in_survey,26837,5,Vikram Rao,vikram.rao70@example.com,24/04/2026 22:41:34,24/04/2026 22:56:34,Partial,N/A,900,,
responses.csv,1688,duplicate_respondent_in_survey,5699,3,Meera Fernandes,meera.fernandes578@example.com,25/01/2026 02:35:52,25/01/2026 02:51:03,Completed,4,911,kiosk,
responses.csv,1708,invalid_email,900019,12,   ,not-an-email,05/06/2026 08:00:00,05/06/2026 08:22:00,completed,4,1320,email,
responses.csv,1852,duplicate_respondent_in_survey,19475,5,Aditya Kulkarni,aditya.kulkarni104@example.com,13/03/2026 18:43:29,13/03/2026 19:05:13,Partial,4,1304,whatsapp,
responses.csv,1933,duplicate_respondent_in_survey,21161,5,Sanjay Fernandes,sanjay.fernandes667@example.com,26/05/2026 19:13:43,26/05/2026 19:17:06,Partial,1,203,,
responses.csv,2192,duplicate_respondent_in_survey,25647,5,Ananya Reddy,ananya.reddy537@example.com,22/03/2026 21:57:52,22/03/2026 22:05:21,Partial,5,449,,
responses.csv,2280,duplicate_respondent_in_survey,23870,5,Sanjay Nair,sanjay.nair88@example.com,27/06/2026 23:14:23,27/06/2026 23:25:09,partial,,646,whatsapp,
responses.csv,2396,duplicate_respondent_in_survey,19208,5,Rahul Kulkarni,rahul.kulkarni664@example.com,08/03/2026 13:26:10,08/03/2026 13:39:36,Partial,5,806,whatsapp,
responses.csv,2413,duplicate_respondent_in_survey,26584,5,Vikram Reddy,vikram.reddy60@example.com,10/05/2026 08:57:57,10/05/2026 09:09:33,COMPLETED,3,696,kiosk,
responses.csv,2475,duplicate_respondent_in_survey,19784,5,Arjun Sharma,arjun.sharma863@example.com,27/03/2026 19:41:46,27/03/2026 19:57:00,partial,N/A,914,sms,
responses.csv,2559,duplicate_respondent_in_survey,33061,10,Kavya Fernandes,kavya.fernandes307@example.com,21/06/2026 00:34:16,,started,5,1490,kiosk,
responses.csv,2612,duplicate_respondent_in_survey,10259,3,Amit Bose,amit.bose292@example.com,18/02/2026 11:00:27,,started,,427,email,
responses.csv,2634,duplicate_respondent_in_survey,12472,4,Pooja Bose,pooja.bose531@example.com,15/04/2026 11:39:32,15/04/2026 12:01:13,partial,1,1301,kiosk,
responses.csv,2796,duplicate_respondent_in_survey,29143,6,Kavya Reddy,kavya.reddy262@example.com,20/07/2026 10:12:11,,started,2,752,,
responses.csv,2895,duplicate_respondent_in_survey,18533,5,Amit Fernandes,amit.fernandes816@example.com,14/03/2026 22:27:37,14/03/2026 22:48:16,Partial,,1239,,
responses.csv,2922,duplicate_respondent_in_survey,17360,5,Meera Kulkarni,meera.kulkarni585@example.com,02/05/2026 21:13:51,02/05/2026 21:27:36,COMPLETED,1,825,whatsapp,
responses.csv,2925,duplicate_respondent_in_survey,19233,5,Rahul Menon,rahul.menon837@example.com,24/04/2026 03:05:48,,started,,1064,kiosk,
responses.csv,2943,duplicate_respondent_in_survey,7212,3,Nisha Kulkarni,nisha.kulkarni703@example.com,20/02/2026 20:25:44,,started,5,1191,whatsapp,
responses.csv,3026,duplicate_respondent_in_survey,17328,5,Sneha Fernandes,sneha.fernandes486@example.com,05/02/2026 08:28:00,05/02/2026 08:38:34,COMPLETED,N/A,634,whatsapp,
responses.csv,3036,duplicate_respondent_in_survey,23222,5,Meera Patel,meera.patel233@example.com,16/05/2026 18:03:35,16/05/2026 18:10:46,Completed,3,431,,
responses.csv,3119,duplicate_respondent_in_survey,32791,10,Aditya Bose,aditya.bose591@example.com,18/06/2026 14:33:29,,started,5,117,email,
responses.csv,3163,duplicate_respondent_in_survey,22688,5,Divya Bose,divya.bose334@example.com,02/01/2026 08:41:57,02/01/2026 08:53:28,Partial,3,691,email,
responses.csv,3170,duplicate_respondent_in_survey,1962,1,Divya Desai,divya.desai662@example.com,31/05/2026 20:39:22,,abandoned,,1286,email,
responses.csv,3292,duplicate_respondent_in_survey,6535,3,Ananya Joshi,ananya.joshi211@example.com,23/06/2026 03:13:01,,abandoned,,1498,,
responses.csv,3465,duplicate_respondent_in_survey,19978,5,Sneha Bose,sneha.bose528@example.com,03/01/2026 02:30:59,,started,1,790,kiosk,
responses.csv,3535,duplicate_respondent_in_survey,17463,5,Priya Nair,priya.nair151@example.com,08/01/2026 20:17:30,08/01/2026 20:27:45,Completed,5,615,kiosk,
responses.csv,3542,duplicate_respondent_in_survey,22613,5,Karan Kulkarni,karan.kulkarni901@example.com,30/06/2026 13:12:41,,started,4,774,,
responses.csv,3606,duplicate_respondent_in_survey,23745,5,Rahul Sharma,rahul.sharma715@example.com,04/05/2026 08:47:29,,abandoned,,1325,email,
responses.csv,3634,duplicate_respondent_in_survey,10962,3,Aditya Patel,aditya.patel385@example.com,31/03/2026 03:14:07,,abandoned,5,984,,
responses.csv,3753,duplicate_respondent_in_survey,26723,5,Priya Fernandes,priya.fernandes53@example.com,30/06/2026 21:42:14,,started,4,699,kiosk,
responses.csv,3763,duplicate_respondent_in_survey,16754,5,Rohit Iyer,rohit.iyer931@example.com,11/04/2026 08:29:33,11/04/2026 08:49:39,partial,3,1206,sms,
responses.csv,3814,duplicate_respondent_in_survey,15979,4,Rahul Patel,rahul.patel471@example.com,10/01/2026 08:22:13,10/01/2026 08:49:26,Partial,5,1633,,
responses.csv,3850,duplicate_respondent_in_survey,25013,5,Karan Patel,karan.patel188@example.com,28/03/2026 06:43:18,,started,N/A,758,email,
responses.csv,3859,duplicate_respondent_in_survey,15915,4,Pooja Desai,pooja.desai195@example.com,14/03/2026 11:08:17,,abandoned,5,1169,kiosk,
responses.csv,3866,duplicate_respondent_in_survey,21312,5,Nisha Rao,nisha.rao142@example.com,01/05/2026 21:57:33,,started,N/A,1777,email,
responses.csv,3892,duplicate_respondent_in_survey,37057,12,Meera Kulkarni,meera.kulkarni994@example.com,06/07/2026 10:59:23,06/07/2026 11:26:10,COMPLETED,1,1607,email,
responses.csv,3909,duplicate_respondent_in_survey,27840,5,Rohit Patel,rohit.patel673@example.com,20/06/2026 07:59:43,,abandoned,,1231,whatsapp,
responses.csv,3993,duplicate_respondent_in_survey,23366,5,Ananya Chatterjee,ananya.chatterjee237@example.com,05/02/2026 18:54:49,,abandoned,,44,kiosk,
responses.csv,4030,duplicate_respondent_in_survey,16987,5,Priya Desai,priya.desai574@example.com,19/01/2026 02:24:30,19/01/2026 02:40:41,partial,2,971,sms,
responses.csv,4040,duplicate_respondent_in_survey,24907,5,Rohit Bose,rohit.bose593@example.com,27/01/2026 01:04:44,,abandoned,2,1170,kiosk,
responses.csv,4178,duplicate_respondent_in_survey,37235,12,Karan Gupta,karan.gupta66@example.com,28/02/2026 11:30:50,28/02/2026 11:56:07,COMPLETED,,1517,whatsapp,
responses.csv,4258,duplicate_respondent_in_survey,20615,5,Arjun Rao,arjun.rao777@example.com,18/01/2026 11:40:35,18/01/2026 12:01:39,Partial,5,1264,email,
responses.csv,4270,duplicate_respondent_in_survey,11773,4,Ananya Reddy,ananya.reddy5@example.com,07/02/2026 08:29:04,07/02/2026 08:42:02,COMPLETED,N/A,778,,
responses.csv,4274,duplicate_respondent_in_survey,14623,4,Rahul Fernandes,rahul.fernandes475@example.com,08/01/2026 07:47:53,,abandoned,2,92,whatsapp,
responses.csv,4321,duplicate_respondent_in_survey,20667,5,Ananya Menon,ananya.menon15@example.com,08/04/2026 20:47:36,,started,3,1209,,
responses.csv,4343,duplicate_respondent_in_survey,37107,12,Rohit Rao,rohit.rao859@example.com,14/07/2026 21:38:03,14/07/2026 21:58:27,partial,2,1224,email,
responses.csv,4373,duplicate_respondent_in_survey,25087,5,Aditya Sharma,aditya.sharma197@example.com,30/01/2026 09:29:08,,started,2,569,whatsapp,
responses.csv,4464,duplicate_respondent_in_survey,13802,4,Amit Khan,amit.khan735@example.com,10/07/2026 08:20:36,,started,3,112,,
responses.csv,4609,duplicate_respondent_in_survey,17400,5,Pooja Khan,pooja.khan503@example.com,23/07/2026 08:33:53,,abandoned,5,1555,kiosk,
responses.csv,4619,duplicate_respondent_in_survey,25917,5,Ananya Nair,ananya.nair539@example.com,09/02/2026 20:48:14,,abandoned,N/A,837,kiosk,
responses.csv,4686,duplicate_respondent_in_survey,17318,5,Divya Nair,divya.nair462@example.com,24/05/2026 13:13:09,24/05/2026 13:21:14,COMPLETED,N/A,485,sms,
responses.csv,4903,duplicate_respondent_in_survey,19497,5,Priya Patel,priya.patel341@example.com,28/04/2026 10:09:49,28/04/2026 10:26:52,partial,1,1023,,
responses.csv,4908,duplicate_respondent_in_survey,11102,3,Vikram Rao,vikram.rao25@example.com,25/01/2026 09:03:45,25/01/2026 09:30:13,partial,1,1588,whatsapp,
responses.csv,4924,duplicate_respondent_in_survey,27486,5,Karan Gupta,karan.gupta683@example.com,18/06/2026 11:43:37,18/06/2026 11:46:05,COMPLETED,1,148,email,
responses.csv,5063,duplicate_respondent_in_survey,19750,5,Rahul Fernandes,rahul.fernandes904@example.com,11/04/2026 10:39:59,,started,,1130,sms,
responses.csv,5251,duplicate_respondent_in_survey,21020,5,Divya Sharma,divya.sharma384@example.com,28/01/2026 23:38:03,,started,5,727,email,
responses.csv,5416,duplicate_respondent_in_survey,22617,5,Vikram Rao,vikram.rao521@example.com,03/03/2026 06:01:51,03/03/2026 06:11:13,partial,3,562,sms,
responses.csv,5493,duplicate_respondent_in_survey,34115,10,Kavya Fernandes,kavya.fernandes378@example.com,01/06/2026 11:19:47,01/06/2026 11:25:30,partial,,343,sms,
responses.csv,5526,duplicate_respondent_in_survey,19020,5,Rahul Joshi,rahul.joshi517@example.com,20/04/2026 09:23:40,20/04/2026 09:34:07,partial,,627,whatsapp,
responses.csv,5578,duplicate_respondent_in_survey,2859,1,Sneha Fernandes,sneha.fernandes292@example.com,28/03/2026 05:00:22,,started,2,496,sms,
responses.csv,5629,duplicate_respondent_in_survey,21293,5,Nisha Khan,nisha.khan780@example.com,16/03/2026 22:49:13,,abandoned,4,996,email,
responses.csv,5721,duplicate_respondent_in_survey,27416,5,Aditya Sharma,aditya.sharma899@example.com,31/01/2026 18:37:05,,started,3,1763,kiosk,
responses.csv,5722,duplicate_respondent_in_survey,21263,5,Kavya Patel,kavya.patel114@example.com,12/01/2026 05:21:04,,abandoned,N/A,584,whatsapp,
responses.csv,5725,duplicate_respondent_in_survey,3804,1,Meera Khan,meera.khan503@example.com,04/08/2026 04:03:53,,abandoned,3,1365,whatsapp,
responses.csv,5859,duplicate_respondent_in_survey,11128,3,Sneha Fernandes,sneha.fernandes908@example.com,02/06/2026 03:14:57,02/06/2026 03:36:06,COMPLETED,,1269,whatsapp,
responses.csv,6001,duplicate_respondent_in_survey,35053,10,Rohit Gupta,rohit.gupta539@example.com,11/03/2026 05:39:24,,started,5,787,,
responses.csv,6047,duplicate_respondent_in_survey,13689,4,Rahul Fernandes,rahul.fernandes91@example.com,18/03/2026 14:56:21,18/03/2026 14:57:24,Completed,3,63,email,
responses.csv,6135,duplicate_respondent_in_survey,35072,10,Priya Fernandes,priya.fernandes896@example.com,30/05/2026 06:51:55,,abandoned,2,697,whatsapp,
responses.csv,6167,duplicate_respondent_in_survey,25134,5,Priya Desai,priya.desai62@example.com,28/05/2026 04:03:58,28/05/2026 04:17:34,partial,1,816,sms,
responses.csv,6187,duplicate_respondent_in_survey,26727,5,Rahul Menon,rahul.menon744@example.com,10/07/2026 14:20:38,,started,3,1757,,
responses.csv,6239,duplicate_respondent_in_survey,18625,5,Divya Menon,divya.menon242@example.com,11/02/2026 21:55:55,,started,,1463,sms,
responses.csv,6331,duplicate_respondent_in_survey,7572,3,Pooja Chatterjee,pooja.chatterjee365@example.com,12/05/2026 19:43:57,,started,4,513,sms,
responses.csv,6463,duplicate_respondent_in_survey,26321,5,Karan Khan,karan.khan427@example.com,12/02/2026 03:42:10,12/02/2026 03:54:09,partial,,719,,
responses.csv,6604,duplicate_respondent_in_survey,16605,5,Ananya Iyer,ananya.iyer933@example.com,09/06/2026 21:45:52,,started,3,782,sms,
responses.csv,6626,duplicate_respondent_in_survey,23930,5,Amit Kulkarni,amit.kulkarni229@example.com,19/01/2026 21:56:52,,started,5,880,,
responses.csv,6750,duplicate_respondent_in_survey,37664,12,Rohit Reddy,rohit.reddy469@example.com,06/07/2026 03:28:47,06/07/2026 03:49:33,partial,5,1246,email,
responses.csv,6816,duplicate_respondent_in_survey,26674,5,Meera Chatterjee,meera.chatterjee63@example.com,08/03/2026 01:17:18,,started,N/A,1563,email,
responses.csv,6891,duplicate_respondent_in_survey,9880,3,Sneha Fernandes,sneha.fernandes771@example.com,26/06/2026 02:44:27,,started,4,1246,whatsapp,
responses.csv,6932,duplicate_respondent_in_survey,27279,5,Pooja Reddy,pooja.reddy630@example.com,19/02/2026 00:31:39,19/02/2026 00:47:53,COMPLETED,N/A,974,,
responses.csv,7015,duplicate_respondent_in_survey,10715,3,Nisha Kulkarni,nisha.kulkarni905@example.com,09/02/2026 00:30:06,09/02/2026 00:47:51,Partial,2,1065,email,
responses.csv,7100,duplicate_respondent_in_survey,20565,5,Sneha Khan,sneha.khan47@example.com,22/05/2026 06:50:24,,abandoned,5,968,kiosk,
responses.csv,7326,duplicate_respondent_in_survey,14911,4,Ananya Patel,ananya.patel825@example.com,07/07/2026 17:59:36,,abandoned,,199,kiosk,
responses.csv,7331,duplicate_respondent_in_survey,25940,5,Meera Chatterjee,meera.chatterjee751@example.com,18/04/2026 21:34:02,18/04/2026 21:45:19,Partial,N/A,677,whatsapp,
responses.csv,7386,duplicate_respondent_in_survey,33986,10,Sanjay Menon,sanjay.menon404@example.com,08/05/2026 02:33:21,,started,2,631,whatsapp,
responses.csv,7416,duplicate_respondent_in_survey,21921,5,Meera Gupta,meera.gupta429@example.com,30/05/2026 08:15:39,,started,5,1429,sms,
responses.csv,7428,duplicate_respondent_in_survey,1922,1,Ananya Fernandes,ananya.fernandes961@example.com,20/02/2026 00:35:55,20/02/2026 00:46:54,COMPLETED,4,659,sms,
responses.csv,7454,duplicate_respondent_in_survey,20832,5,Amit Sharma,amit.sharma863@example.com,01/04/2026 00:55:59,01/04/2026 01:01:50,partial,,351,sms,
responses.csv,7494,duplicate_respondent_in_survey,15968,4,Arjun Fernandes,arjun.fernandes563@example.com,07/04/2026 21:19:04,,started,1,1133,,
responses.csv,7526,duplicate_respondent_in_survey,19185,5,Kavya Bose,kavya.bose639@example.com,06/01/2026 06:07:34,06/01/2026 06:18:34,Completed,4,660,whatsapp,
responses.csv,7542,duplicate_respondent_in_survey,22949,5,Pooja Sharma,pooja.sharma155@example.com,21/05/2026 05:35:58,21/05/2026 05:50:51,Partial,,893,email,
responses.csv,7615,duplicate_respondent_in_survey,37376,12,Rohit Rao,rohit.rao292@example.com,06/03/2026 14:51:32,06/03/2026 15:09:03,COMPLETED,3,1051,whatsapp,
responses.csv,7681,duplicate_respondent_in_survey,22126,5,Rahul Khan,rahul.khan268@example.com,30/03/2026 22:54:10,30/03/2026 22:56:15,completed,3,125,,
responses.csv,7811,duplicate_respondent_in_survey,37944,12,Vikram Menon,vikram.menon691@example.com,05/02/2026 21:38:01,05/02/2026 22:03:46,partial,N/A,1545,sms,
responses.csv,7817,duplicate_respondent_in_survey,25880,5,Vikram Desai,vikram.desai305@example.com,10/02/2026 18:11:59,10/02/2026 18:40:38,completed,,1719,email,
responses.csv,7830,duplicate_respondent_in_survey,22627,5,Priya Bose,priya.bose226@example.com,03/05/2026 11:54:09,,started,1,188,email,
responses.csv,7903,duplicate_respondent_in_survey,20238,5,Karan Joshi,karan.joshi784@example.com,22/02/2026 11:47:39,22/02/2026 11:49:54,completed,,135,,
responses.csv,7951,duplicate_respondent_in_survey,35081,10,Vikram Desai,vikram.desai83@example.com,14/05/2026 15:01:21,,abandoned,,1429,,
responses.csv,7959,duplicate_respondent_in_survey,21374,5,Vikram Gupta,vikram.gupta355@example.com,13/03/2026 11:09:01,,abandoned,2,207,whatsapp,
responses.csv,7978,duplicate_respondent_in_survey,8498,3,Rohit Desai,rohit.desai710@example.com,10/02/2026 15:57:29,10/02/2026 16:23:12,Partial,N/A,1543,,
responses.csv,8005,duplicate_respondent_in_survey,11211,3,Nisha Khan,nisha.khan811@example.com,14/06/2026 06:18:22,14/06/2026 06:21:15,Completed,3,173,,
responses.csv,8018,duplicate_respondent_in_survey,20591,5,Rohit Bose,rohit.bose160@example.com,16/05/2026 13:34:10,,started,2,685,sms,
responses.csv,8077,duplicate_respondent_in_survey,21242,5,Ananya Menon,ananya.menon860@example.com,19/03/2026 06:53:34,19/03/2026 07:20:11,Completed,2,1597,sms,
responses.csv,8088,duplicate_respondent_in_survey,24812,5,Ananya Kulkarni,ananya.kulkarni498@example.com,15/06/2026 15:30:43,,started,N/A,799,,
responses.csv,8101,duplicate_respondent_in_survey,7108,3,Sneha Menon,sneha.menon528@example.com,14/06/2026 13:40:48,,started,5,1631,whatsapp,
responses.csv,8119,duplicate_respondent_in_survey,8128,3,Arjun Iyer,arjun.iyer341@example.com,21/01/2026 12:23:56,21/01/2026 12:52:20,completed,4,1704,kiosk,
responses.csv,8305,duplicate_respondent_in_survey,7632,3,Kavya Iyer,kavya.iyer554@example.com,30/03/2026 07:52:08,30/03/2026 08:12:27,completed,1,1219,,
responses.csv,8372,duplicate_respondent_in_survey,20433,5,Priya Chatterjee,priya.chatterjee720@example.com,22/03/2026 12:33:43,22/03/2026 12:38:23,partial,5,280,kiosk,
responses.csv,8452,duplicate_respondent_in_survey,17202,5,Karan Chatterjee,karan.chatterjee920@example.com,23/06/2026 04:29:50,23/06/2026 04:30:14,partial,4,24,,
responses.csv,8551,duplicate_respondent_in_survey,28346,5,Kavya Chatterjee,kavya.chatterjee641@example.com,13/01/2026 21:06:48,,abandoned,5,1455,kiosk,
responses.csv,8649,duplicate_respondent_in_survey,13781,4,Ananya Patel,ananya.patel834@example.com,25/03/2026 18:30:09,25/03/2026 18:36:08,Partial,2,359,email,
responses.csv,8682,duplicate_respondent_in_survey,5861,3,Nisha Sharma,nisha.sharma375@example.com,01/01/2026 10:43:43,01/01/2026 10:46:29,partial,3,166,kiosk,
responses.csv,8738,duplicate_respondent_in_survey,17861,5,Vikram Iyer,vikram.iyer906@example.com,08/06/2026 11:04:31,,abandoned,5,483,email,
responses.csv,8753,duplicate_respondent_in_survey,10913,3,Karan Fernandes,karan.fernandes255@example.com,05/04/2026 18:03:09,,abandoned,3,1750,whatsapp,
responses.csv,8754,duplicate_respondent_in_survey,25653,5,Sneha Desai,sneha.desai296@example.com,01/04/2026 04:03:20,01/04/2026 04:12:55,Partial,4,575,kiosk,
responses.csv,8791,duplicate_respondent_in_survey,20515,5,Meera Reddy,meera.reddy640@example.com,31/01/2026 08:23:42,31/01/2026 08:35:00,COMPLETED,2,678,whatsapp,
responses.csv,8808,duplicate_respondent_in_survey,16663,5,Karan Iyer,karan.iyer177@example.com,04/01/2026 00:45:30,,started,1,1663,kiosk,
responses.csv,8869,duplicate_respondent_in_survey,21114,5,Sanjay Reddy,sanjay.reddy616@example.com,28/02/2026 10:17:47,28/02/2026 10:34:56,Partial,1,1029,sms,
responses.csv,9030,duplicate_respondent_in_survey,16600,5,Kavya Nair,kavya.nair787@example.com,01/06/2026 04:20:26,,started,N/A,932,kiosk,
responses.csv,9076,duplicate_respondent_in_survey,22323,5,Karan Sharma,karan.sharma713@example.com,04/08/2026 21:23:23,,abandoned,3,1789,sms,
responses.csv,9079,duplicate_respondent_in_survey,4034,1,Meera Khan,meera.khan431@example.com,25/01/2026 08:19:08,25/01/2026 08:35:31,partial,,983,,
responses.csv,9105,duplicate_respondent_in_survey,7241,3,Arjun Patel,arjun.patel880@example.com,11/02/2026 22:23:18,11/02/2026 22:32:45,COMPLETED,4,567,whatsapp,
responses.csv,9320,duplicate_respondent_in_survey,6429,3,Sanjay Reddy,sanjay.reddy907@example.com,16/02/2026 18:11:51,16/02/2026 18:26:43,Completed,,892,,
responses.csv,9363,duplicate_respondent_in_survey,6229,3,Nisha Iyer,nisha.iyer907@example.com,14/01/2026 20:22:56,,started,1,1390,whatsapp,
responses.csv,9385,duplicate_respondent_in_survey,27390,5,Ananya Kulkarni,ananya.kulkarni629@example.com,08/06/2026 14:44:42,08/06/2026 14:59:41,partial,2,899,kiosk,
responses.csv,9412,duplicate_respondent_in_survey,32462,10,Karan Reddy,karan.reddy302@example.com,01/01/2026 15:56:44,01/01/2026 16:08:14,Partial,4,690,email,
responses.csv,9482,duplicate_respondent_in_survey,3379,1,Divya Menon,divya.menon13@example.com,27/04/2026 07:58:09,27/04/2026 08:05:46,Completed,5,457,sms,
responses.csv,9502,duplicate_respondent_in_survey,6596,3,Aditya Desai,aditya.desai124@example.com,02/01/2026 11:19:32,02/01/2026 11:43:55,Partial,3,1463,kiosk,
responses.csv,9507,duplicate_respondent_in_survey,20927,5,Sneha Desai,sneha.desai839@example.com,15/01/2026 22:44:52,,abandoned,N/A,150,kiosk,
responses.csv,9583,duplicate_respondent_in_survey,10158,3,Arjun Bose,arjun.bose794@example.com,19/01/2026 00:08:13,19/01/2026 00:36:27,Completed,N/A,1694,,
responses.csv,9676,duplicate_respondent_in_survey,25530,5,Kavya Patel,kavya.patel242@example.com,14/06/2026 22:14:47,14/06/2026 22:42:26,completed,2,1659,sms,
responses.csv,9787,duplicate_respondent_in_survey,8810,3,Ananya Menon,ananya.menon154@example.com,01/07/2026 22:51:45,,started,3,1024,,
responses.csv,9832,duplicate_respondent_in_survey,33077,10,Vikram Fernandes,vikram.fernandes173@example.com,19/05/2026 00:23:32,19/05/2026 00:47:15,Partial,,1423,whatsapp,
